25	44.1	75
25	-54.6	76
25	31.8	77
25	67.5	78
25	11.3	79
25	42.3	80
25	52.2	81
25	274.0	82
25	12.0	83
25	22.0	84
26	21.4	72
26	13.8	73
26	258.9	74
26	258.9	75
26	0.7	76
26	4.7	77
26	19.3	78
26	35.9	79
26	66.6	80
26	27.8	81
26	134.2	82
26	186.0	83
26	-51.0	84
27	353.0	83
27	16.0	84
28	9.2	78
28	16.0	79
28	16.8	80
28	40.9	81
28	216.8	82
28	80.0	83
28	-3.0	84
29	69.7	82
29	76.0	83
29	-6.0	84
30	1.5	77
30	27.1	78
30	83.3	79
30	131.9	80
30	42.7	81
30	139.0	82
30	21.0	83
30	-11.0	84
31	19.2	75
31	17.7	76
31	5.1	77
31	33.9	78
31	124.1	79
31	42.1	80
31	26.1	81
31	243.1	82
31	100.0	83
31	-17.0	84
32	61.0	83
32	-14.0	84
33	101.8	74
33	-5.2	75
33	-1.9	76
33	-3.4	77
33	32.2	78
33	30.5	79
33	16.7	80
33	53.9	81
33	74.2	82
33	186.0	83
33	-50.0	84
34	32.5	83
34	-43.0	84
35	21.5	75
35	-0.2	76
35	-3.3	77
35	134.1	78
35	104.3	79
35	181.3	80
35	77.0	81
35	94.0	82
35	-27.0	83
35	8.0	84
36	-0.2	82
36	-25.0	83
36	4.0	84
37	-23.0	83
37	-23.0	84
38	9.7	82
38	-22.0	83
38	-29.0	84
39	-8.5	71
39	92.8	72
39	91.5	73
39	42.7	74
39	-6.5	75
39	7.9	76
39	20.2	77
39	234.9	78
39	121.4	79
39	120.4	80
39	150.1	81
39	167.6	82
39	-30.0	83
39	-34.0	84
40	1.5	74
40	17.6	75
40	0.0	76
40	-44.4	77
40	224.1	78
40	75.2	79
40	60.6	80
40	257.5	81
40	128.8	82
40	-45.0	83
40	-7.0	84
41	153.5	82
41	-10.0	83
41	-24.0	84
42	0.0	76
42	72.8	77
42	72.5	78
42	175.6	79
42	-15.3	80
42	136.3	81
42	189.6	82
42	-25.0	83
42	-34.0	84
43	65.2	82
43	-42.0	83
43	-9.0	84
44	31.3	71
44	-12.8	72
44	68.4	73
44	78.0	74
44	-19.6	75
44	8.8	76
44	4.2	77
44	-24.4	78
44	7.8	79
44	421.5	80
44	75.1	81
44	254.0	82
44	61.0	83
44	-73.0	84
45	2.9	71
45	63.9	72
45	68.0	73
45	97.0	74
45	23.3	75
45	-4.0	76
45	29.1	77
45	152.3	78
45	152.3	79
45	54.4	80
45	61.1	81
45	84.9	82
45	16.0	83
45	-30.0	84
46	74.4	73
46	64.0	74
46	-29.2	75
46	25.1	76
46	19.4	77
46	65.0	78
46	150.9	79
46	277.7	80
46	110.1	81
46	192.5	82
46	-22.0	83
46	-16.0	84
47	0.0	74
47	21.8	75
47	1.3	76
47	-45.8	77
47	124.3	78
47	117.9	79
47	236.3	80
47	173.3	81
47	111.0	82
47	-26.0	83
47	9.0	84
48	175.0	83
48	-2.0	84
49	-21.7	71
49	77.6	72
49	89.6	73
49	86.8	74
49	-19.1	75
49	0.0	76
49	17.3	77
49	90.5	78
49	121.3	79
49	153.0	80
49	139.6	81
49	266.2	82
49	-26.0	83
49	-23.0	84
50	27.9	82
50	-16.0	83
50	-15.0	84
51	-0.1	76
51	-8.3	77
51	184.0	78
51	126.8	79
51	84.3	80
51	107.7	81
51	-27.7	82
51	32.0	83
51	0.0	84
52	0.0	76
52	0.0	77
52	0.0	78
52	0.0	79
52	142.8	80
52	1046.3	81
52	234.7	82
52	-33.0	83
52	-28.0	84
53	10.1	82
53	-23.0	83
53	-46.0	84
54	412.0	83
54	37.0	84
55	0.0	74
55	75.5	75
55	0.0	76
55	-38.2	77
55	0.1	78
55	560.6	79
55	127.9	80
55	226.8	81
55	-16.3	82
55	25.0	83
55	-18.0	84
56	90.4	74
56	-34.1	75
56	10.7	76
56	14.5	77
56	208.6	78
56	193.6	79
56	70.7	80
56	15.3	81
56	36.2	82
56	57.0	83
56	-43.0	84
57	20.2	76
57	0.0	77
57	37.3	78
57	21.5	79
57	0.0	80
57	53.5	81
57	45.4	82
57	-32.0	83
57	-45.0	84
58	21.4	73
58	42.9	74
58	107.9	75
58	8.2	76
58	-4.0	77
58	36.0	78
58	73.5	79
58	42.5	80
58	16.6	81
58	313.5	82
58	63.0	83
58	11.0	84
59	21.6	75
59	-4.6	76
59	-32.4	77
59	7.3	78
59	87.6	79
59	442.2	80
59	125.6	81
59	172.8	82
59	37.0	83
59	-46.0	84
60	0.0	74
60	0.0	75
60	0.0	76
60	0.0	77
60	-34.5	78
60	0.0	79
60	153.9	80
60	81.8	81
60	67.4	82
60	-39.0	83
60	-45.0	84
61	167.9	82
61	-5.0	83
61	56.0	84
62	515.0	83
62	-49.0	84
